"id","string"
"1034","KYOHPAMD"
"1035","KYOHPADE"
"1036","KYOHPANJ"
"1037","LAARMOIA"
"1038","LAARMONE"
"1039","LAARMOKS"
"1040","LAARMOOK"
"1041","LAARMOTN"
"1042","LAARMOKY"
"1043","LAARMOIL"
"1044","LAAROKKS"
"1045","LAAROKCO"
"1046","LAAROKNM"
"1047","LAAROKTX"
"1048","LAAROKMO"
"1049","LAARTXOK"
"1050","LAARTXNM"
"1051","LAARMSTN"
"1052","LAARMSAL"
"1053","LAARTNKY"
"1054","LAARTNMO"
"1055","LAARTNMS"
"1056","LAARTNAL"
"1057","LAARTNGA"
"1058","LAARTNNC"
"1059","LAARTNVA"
"1060","LATXOKKS"
"1061","LATXOKCO"
"1062","LATXOKNM"
"1063","LATXOKAR"
"1064","LATXOKMO"
"1065","LATXNMCO"
"1066","LATXNMAZ"
"1067","LATXNMOK"
"1068","LATXARMO"
"1069","LATXAROK"
"1070","LATXARMS"
"1071","LATXARTN"
"1072","LAMSTNKY"
"1073","LAMSTNMO"
"1074","LAMSTNAR"
"1075","LAMSTNAL"
"1076","LAMSTNGA"
"1077","LAMSTNNC"
"1078","LAMSTNVA"
"1079","LAMSARMO"
"1080","LAMSAROK"
"1081","LAMSARTX"
"1082","LAMSARTN"
"1083","LAMSALTN"
"1084","LAMSALFL"
"1085","LAMSALGA"
"1086","MAVTNYPA"
"1087","MAVTNYNJ"
"1088","MAVTNYCT"
"1089","MAVTNHME"
"1090","MANYPAOH"
"1091","MANYPAWV"
"1092","MANYPAMD"
"1093","MANYPADE"
"1094","MANYPANJ"
"1095","MANYNJPA"
"1096","MANYNJDE"
"1097","MANYCTRI"
"1098","MANYVTNH"
"1099","MACTNYPA"
"1100","MACTNYNJ"
"1101","MACTNYVT"
"1102","MARICTNY"
"1103","MANHVTNY"
"1104","MDPANYNJ"
"1105","MDPANYCT"
"1106","MDPANYMA"
"1107","MDPANYVT"
"1108","MDPAOHMI"
"1109","MDPAOHIN"
"1110","MDPAOHKY"
"1111","MDPAOHWV"
"1112","MDPAWVOH"
"1113","MDPAWVKY"
"1114","MDPAWVVA"
"1115","MDPADENJ"
"1116","MDPANJNY"
"1117","MDPANJDE"
"1118","MDWVOHMI"
"1119","MDWVOHIN"
"1120","MDWVOHKY"
"1121","MDWVOHPA"
"1122","MDWVKYIN"
"1123","MDWVKYIL"
"1124","MDWVKYMO"
"1125","MDWVKYTN"
"1126","MDWVKYVA"
"1127","MDWVKYOH"
"1128","MDWVVAKY"
"1129","MDWVVATN"
"1130","MDWVVANC"
"1131","MDWVPANY"
"1132","MDWVPAOH"
"1133","MDWVPADE"
"1134","MDWVPANJ"
"1135","MDVAWVOH"
"1136","MDVAWVKY"
"1137","MDVAWVPA"
"1138","MDVAKYIN"
"1139","MDVAKYIL"
"1140","MDVAKYMO"
"1141","MDVAKYTN"
"1142","MDVAKYWV"
"1143","MDVAKYOH"
"1144","MDVATNKY"
"1145","MDVATNMO"
"1146","MDVATNAR"
"1147","MDVATNMS"
"1148","MDVATNAL"
"1149","MDVATNGA"
"1150","MDVATNNC"
"1151","MDVANCTN"
"1152","MDVANCGA"
"1153","MDVANCSC"
"1154","MDDENJNY"
"1155","MDDENJPA"
"1156","MENHVTNY"
"1157","MENHVTMA"
"1158","MENHMAVT"
"1159","MENHMANY"
"1160","MENHMACT"
"1161","MENHMARI"
"1162","MIWIMNND"
"1163","MIWIMNSD"
"1164","MIWIMNIA"
"1165","MIWIIAMN"
"1166","MIWIIASD"
"1167","MIWIIANE"
"1168","MIWIIAMO"
"1169","MIWIIAIL"
"1170","MIWIILIA"
"1171","MIWIILMO"
"1172","MIWIILKY"
"1173","MIWIILIN"
"1174","MIINILWI"
"1175","MIINILIA"
"1176","MIINILMO"
"1177","MIINILKY"
"1178","MIINKYIL"
"1179","MIINKYMO"
"1180","MIINKYTN"
"1181","MIINKYVA"
"1182","MIINKYWV"
"1183","MIINKYOH"
"1184","MIINOHKY"
"1185","MIINOHWV"
"1186","MIINOHPA"
"1187","MIOHINIL"
"1188","MIOHINKY"
"1189","MIOHKYIN"
"1190","MIOHKYIL"
"1191","MIOHKYMO"
"1192","MIOHKYTN"
"1193","MIOHKYVA"
"1194","MIOHKYWV"
"1195","MIOHWVKY"
"1196","MIOHWVVA"
"1197","MIOHWVMD"
"1198","MIOHWVPA"
"1199","MIOHPANY"
"1200","MIOHPAWV"
"1201","MIOHPAMD"
"1202","MIOHPADE"
"1203","MIOHPANJ"
"1204","MNNDMTID"
"1205","MNNDMTWY"
"1206","MNNDMTSD"
"1207","MNNDSDMT"
"1208","MNNDSDWY"
"1209","MNNDSDNE"
"1210","MNNDSDIA"
"1211","MNSDNDMT"
"1212","MNSDMTID"
"1213","MNSDMTWY"
"1214","MNSDMTND"
"1215","MNSDWYMT"
"1216","MNSDWYID"
"1217","MNSDWYUT"
"1218","MNSDWYCO"
"1219","MNSDWYNE"
"1220","MNSDNEWY"
"1221","MNSDNECO"
"1222","MNSDNEMO"
"1223","MNSDNEIA"
"1224","MNSDIANE"
"1225","MNSDIAMO"
"1226","MNSDIAIL"
"1227","MNSDIAWI"
"1228","MNIASDND"
"1229","MNIASDMT"
"1230","MNIASDWY"
"1231","MNIASDNE"
"1232","MNIANESD"
"1233","MNIANEWY"
"1234","MNIANECO"
"1235","MNIANESD"
"1236","MNIANEMO"
"1237","MNIAMONE"
"1238","MNIAMOKS"
"1239","MNIAMOOK"
"1240","MNIAMOAR"
"1241","MNIAMOTN"
"1242","MNIAMOKY"
"1243","MNIAMOIL"
"1244","MNIAILWI"
"1245","MNIAILMO"
"1246","MNIAILKY"
"1247","MNIAILIN"
"1248","MNIAWIIL"
"1249","MNIAWIMI"
"1250","MNWIIASD"
"1251","MNWIIANE"
"1252","MNWIIAMO"
"1253","MNWIIAIL"
"1254","MNWIILIA"
"1255","MNWIILMO"
"1256","MNWIILKY"
"1257","MNWIILIN"
"1258","MNWIMIIN"
"1259","MNWIMIOH"
"1260","MOIAMNND"
"1261","MOIAMNSD"
"1262","MOIAMNWI"
"1263","MOIASDND"
"1264","MOIASDMT"
"1265","MOIASDWY"
"1266","MOIASDNE"
"1267","MOIASDMN"
"1268","MOIANESD"
"1269","MOIANEWY"
"1270","MOIANECO"
"1271","MOIANESD"
"1272","MOIAILWI"
"1273","MOIAILKY"
"1274","MOIAILIN"
"1275","MOIAWIMN"
"1276","MOIAWIIL"
"1277","MOIAWIMI"
"1278","MONESDND"
"1279","MONESDMT"
"1280","MONESDWY"
"1281","MONESDIA"
"1282","MONESDMN"
"1283","MONEWYMT"
"1284","MONEWYID"
"1285","MONEWYUT"
"1286","MONEWYCO"
"1287","MONEWYSD"
"1288","MONECOWY"
"1289","MONECOUT"
"1290","MONECONM"
"1291","MONECOOK"
"1292","MONECOKS"
"1293","MONESDND"
"1294","MONESDMT"
"1295","MONESDWY"
"1296","MONESDIA"
"1297","MONESDMN"
"1298","MONEIAMN"
"1299","MONEIASD"
"1300","MONEIAIL"
"1301","MONEIAWI"
"1302","MOKSNESD"
"1303","MOKSNEWY"
"1304","MOKSNECO"
"1305","MOKSNESD"
"1306","MOKSNEIA"
"1307","MOKSCOWY"
"1308","MOKSCOUT"
"1309","MOKSCONM"
"1310","MOKSCOOK"
"1311","MOKSCONE"
"1312","MOKSOKCO"
"1313","MOKSOKNM"
"1314","MOKSOKTX"
"1315","MOKSOKAR"
"1316","MOOKKSNE"
"1317","MOOKKSCO"
"1318","MOOKCOWY"
"1319","MOOKCOUT"
"1320","MOOKCONM"
"1321","MOOKCOKS"
"1322","MOOKCONE"
"1323","MOOKNMCO"
"1324","MOOKNMAZ"
"1325","MOOKNMTX"
"1326","MOOKTXNM"
"1327","MOOKTXLA"
"1328","MOOKTXAR"
"1329","MOOKARTX"
"1330","MOOKARLA"
"1331","MOOKARMS"
"1332","MOOKARTN"
"1333","MOAROKKS"
"1334","MOAROKCO"
"1335","MOAROKNM"
"1336","MOAROKTX"
"1337","MOARTXOK"
"1338","MOARTXNM"
"1339","MOARTXLA"
"1340","MOARLATX"
"1341","MOARLAMS"
"1342","MOARMSTN"
"1343","MOARMSLA"
"1344","MOARMSAL"
"1345","MOARTNKY"
"1346","MOARTNMS"
"1347","MOARTNAL"
"1348","MOARTNGA"
"1349","MOARTNNC"
"1350","MOARTNVA"
"1351","MOTNKYIN"
"1352","MOTNKYIL"
"1353","MOTNKYVA"
"1354","MOTNKYWV"
"1355","MOTNKYOH"
"1356","MOTNAROK"
"1357","MOTNARTX"
"1358","MOTNARLA"
"1359","MOTNARMS"
"1360","MOTNMSAR"
"1361","MOTNMSLA"
"1362","MOTNMSAL"
"1363","MOTNALMS"
"1364","MOTNALFL"
"1365","MOTNALGA"
"1366","MOTNGANC"
"1367","MOTNGAAL"
"1368","MOTNGAFL"
"1369","MOTNGASC"
"1370","MOTNNCVA"
"1371","MOTNNCGA"
"1372","MOTNNCSC"
"1373","MOTNVAMD"
"1374","MOTNVAWV"
"1375","MOTNVAKY"
"1376","MOTNVANC"
"1377","MOKYINMI"
"1378","MOKYINIL"
"1379","MOKYINOH"
"1380","MOKYILWI"
"1381","MOKYILIA"
"1382","MOKYILIN"
"1383","MOKYTNAR"
"1384","MOKYTNMS"
"1385","MOKYTNAL"
"1386","MOKYTNGA"
"1387","MOKYTNNC"
"1388","MOKYTNVA"
"1389","MOKYVAMD"
"1390","MOKYVAWV"
"1391","MOKYVATN"
"1392","MOKYVANC"
"1393","MOKYWVOH"
"1394","MOKYWVVA"
"1395","MOKYWVMD"
"1396","MOKYWVPA"
"1397","MOKYOHMI"
"1398","MOKYOHIN"
"1399","MOKYOHWV"
"1400","MOKYOHPA"
"1401","MOILWIMN"
"1402","MOILWIIA"
"1403","MOILWIMI"
"1404","MOILIAMN"
"1405","MOILIASD"
"1406","MOILIANE"
"1407","MOILIAWI"
"1408","MOILKYIN"
"1409","MOILKYTN"
"1410","MOILKYVA"
"1411","MOILKYWV"
"1412","MOILKYOH"
"1413","MOILINMI"
"1414","MOILINKY"
"1415","MOILINOH"
"1416","MSTNKYIN"
"1417","MSTNKYIL"
"1418","MSTNKYMO"
"1419","MSTNKYVA"
"1420","MSTNKYWV"
"1421","MSTNKYOH"
"1422","MSTNMOIA"
"1423","MSTNMONE"
"1424","MSTNMOKS"
"1425","MSTNMOOK"
"1426","MSTNMOAR"
"1427","MSTNMOKY"
"1428","MSTNMOIL"
"1429","MSTNARMO"
"1430","MSTNAROK"
"1431","MSTNARTX"
"1432","MSTNARLA"
"1433","MSTNALFL"
"1434","MSTNALGA"
"1435","MSTNGANC"
"1436","MSTNGAAL"
"1437","MSTNGAFL"
"1438","MSTNGASC"
"1439","MSTNNCVA"
"1440","MSTNNCGA"
"1441","MSTNNCSC"
"1442","MSTNVAMD"
"1443","MSTNVAWV"
"1444","MSTNVAKY"
"1445","MSTNVANC"
"1446","MSARMOIA"
"1447","MSARMONE"
"1448","MSARMOKS"
"1449","MSARMOOK"
"1450","MSARMOTN"
"1451","MSARMOKY"
"1452","MSARMOIL"
"1453","MSAROKKS"
"1454","MSAROKCO"
"1455","MSAROKNM"
"1456","MSAROKTX"
"1457","MSAROKMO"
"1458","MSARTXOK"
"1459","MSARTXNM"
"1460","MSARTXLA"
"1461","MSARLATX"
"1462","MSARTNKY"
"1463","MSARTNMO"
"1464","MSARTNAL"
"1465","MSARTNGA"
"1466","MSARTNNC"
"1467","MSARTNVA"
"1468","MSLAARMO"
"1469","MSLAAROK"
"1470","MSLAARTX"
"1471","MSLAARTN"
"1472","MSLATXOK"
"1473","MSLATXNM"
"1474","MSLATXAR"
"1475","MSALTNKY"
"1476","MSALTNMO"
"1477","MSALTNAR"
"1478","MSALTNGA"
"1479","MSALTNNC"
"1480","MSALTNVA"
"1481","MSALFLGA"
"1482","MSALGANC"
"1483","MSALGATN"
"1484","MSALGAFL"
"1485","MSALGASC"
"1486","MTIDWAOR"
"1487","MTIDORCA"
"1488","MTIDORNV"
"1489","MTIDORWA"
"1490","MTIDNVOR"
"1491","MTIDNVCA"
"1492","MTIDNVAZ"
"1493","MTIDNVUT"
"1494","MTIDUTNV"
"1495","MTIDUTAZ"
"1496","MTIDUTCO"
"1497","MTIDUTWY"
"1498","MTIDWYUT"
"1499","MTIDWYCO"
"1500","MTIDWYNE"
"1501","MTIDWYSD"
"1502","MTWYIDWA"
"1503","MTWYIDOR"
"1504","MTWYIDNV"
"1505","MTWYIDUT"
"1506","MTWYUTID"
"1507","MTWYUTNV"
"1508","MTWYUTAZ"
"1509","MTWYUTCO"
"1510","MTWYCOUT"
"1511","MTWYCONM"
"1512","MTWYCOOK"
"1513","MTWYCOKS"
"1514","MTWYCONE"
"1515","MTWYNESD"
"1516","MTWYNECO"
"1517","MTWYNESD"
"1518","MTWYNEMO"
"1519","MTWYNEIA"
"1520","MTWYSDND"
"1521","MTWYSDNE"
"1522","MTWYSDIA"
"1523","MTWYSDMN"
"1524","MTNDSDWY"
"1525","MTNDSDNE"
"1526","MTNDSDIA"
"1527","MTNDSDMN"
"1528","MTNDMNSD"
"1529","MTNDMNIA"
"1530","MTNDMNWI"
"1531","MTSDNDMN"
"1532","MTSDWYID"
"1533","MTSDWYUT"
"1534","MTSDWYCO"
"1535","MTSDWYNE"
"1536","MTSDNEWY"
"1537","MTSDNECO"
"1538","MTSDNEMO"
"1539","MTSDNEIA"
"1540","MTSDIAMN"
"1541","MTSDIANE"
"1542","MTSDIAMO"
"1543","MTSDIAIL"
"1544","MTSDIAWI"
"1545","MTSDMNND"
"1546","MTSDMNIA"
"1547","MTSDMNWI"
"1548","NCVAMDPA"
"1549","NCVAMDWV"
"1550","NCVAMDDE"
"1551","NCVAWVOH"
"1552","NCVAWVKY"
"1553","NCVAWVMD"
"1554","NCVAWVPA"
"1555","NCVAKYIN"
"1556","NCVAKYIL"
"1557","NCVAKYMO"
"1558","NCVAKYTN"
"1559","NCVAKYWV"
"1560","NCVAKYOH"
"1561","NCVATNKY"
"1562","NCVATNMO"
"1563","NCVATNAR"
"1564","NCVATNMS"
"1565","NCVATNAL"
"1566","NCVATNGA"
"1567","NCTNKYIN"
"1568","NCTNKYIL"
"1569","NCTNKYMO"
"1570","NCTNKYVA"
"1571","NCTNKYWV"
"1572","NCTNKYOH"
"1573","NCTNMOIA"
"1574","NCTNMONE"
"1575","NCTNMOKS"
"1576","NCTNMOOK"
"1577","NCTNMOAR"
"1578","NCTNMOKY"
"1579","NCTNMOIL"
"1580","NCTNARMO"
"1581","NCTNAROK"
"1582","NCTNARTX"
"1583","NCTNARLA"
"1584","NCTNARMS"
"1585","NCTNMSAR"
"1586","NCTNMSLA"
"1587","NCTNMSAL"
"1588","NCTNALMS"
"1589","NCTNALFL"
"1590","NCTNALGA"
"1591","NCTNGAAL"
"1592","NCTNGAFL"
"1593","NCTNGASC"
"1594","NCTNVAMD"
"1595","NCTNVAWV"
"1596","NCTNVAKY"
"1597","NCGATNKY"
"1598","NCGATNMO"
"1599","NCGATNAR"
"1600","NCGATNMS"
"1601","NCGATNAL"
"1602","NCGATNVA"
"1603","NCGAALTN"
"1604","NCGAALMS"
"1605","NCGAALFL"
"1606","NCGAFLAL"
"1607","NCSCGATN"
"1608","NCSCGAAL"
"1609","NCSCGAFL"
"1610","NDMTIDWA"
"1611","NDMTIDOR"
"1612","NDMTIDNV"
"1613","NDMTIDUT"
"1614","NDMTIDWY"
"1615","NDMTWYID"
"1616","NDMTWYUT"
"1617","NDMTWYCO"
"1618","NDMTWYNE"
"1619","NDMTWYSD"
"1620","NDMTSDWY"
"1621","NDMTSDNE"
"1622","NDMTSDIA"
"1623","NDMTSDMN"
"1624","NDSDMTID"
"1625","NDSDMTWY"
"1626","NDSDWYMT"
"1627","NDSDWYID"
"1628","NDSDWYUT"
"1629","NDSDWYCO"
"1630","NDSDWYNE"
"1631","NDSDNEWY"
"1632","NDSDNECO"
"1633","NDSDNEMO"
"1634","NDSDNEIA"
"1635","NDSDIAMN"
"1636","NDSDIANE"
"1637","NDSDIAMO"
"1638","NDSDIAIL"
"1639","NDSDIAWI"
"1640","NDSDMNIA"
"1641","NDSDMNWI"
"1642","NDMNSDMT"
"1643","NDMNSDWY"
"1644","NDMNSDNE"
"1645","NDMNSDIA"
"1646","NDMNIASD"
"1647","NDMNIANE"
"1648","NDMNIAMO"
"1649","NDMNIAIL"
"1650","NDMNIAWI"
"1651","NDMNWIIA"
"1652","NDMNWIIL"
"1653","NDMNWIMI"
"1654","NESDNDMT"
"1655","NESDNDMN"
"1656","NESDMTID"
"1657","NESDMTWY"
"1658","NESDMTND"
"1659","NESDWYMT"
"1660","NESDWYID"
"1661","NESDWYUT"
"1662","NESDWYCO"
"1663","NESDIAMN"
"1664","NESDIAMO"
"1665","NESDIAIL"
"1666","NESDIAWI"
"1667","NESDMNND"
"1668","NESDMNIA"
"1669","NESDMNWI"
"1670","NEWYMTID"
"1671","NEWYMTND"
"1672","NEWYMTSD"
"1673","NEWYIDWA"
"1674","NEWYIDOR"
"1675","NEWYIDNV"
"1676","NEWYIDUT"
"1677","NEWYIDMT"
"1678","NEWYUTID"
"1679","NEWYUTNV"
"1680","NEWYUTAZ"
"1681","NEWYUTCO"
"1682","NEWYCOUT"
"1683","NEWYCONM"
"1684","NEWYCOOK"
"1685","NEWYCOKS"
"1686","NEWYSDND"
"1687","NEWYSDMT"
"1688","NEWYSDIA"
"1689","NEWYSDMN"
"1690","NECOWYMT"
"1691","NECOWYID"
"1692","NECOWYUT"
"1693","NECOWYSD"
"1694","NECOUTID"
"1695","NECOUTNV"
"1696","NECOUTAZ"
"1697","NECOUTWY"
"1698","NECONMAZ"
"1699","NECONMTX"
"1700","NECONMOK"
"1701","NECOOKKS"
"1702","NECOOKNM"
"1703","NECOOKTX"
"1704","NECOOKAR"
"1705","NECOOKMO"
"1706","NECOKSOK"
"1707","NECOKSMO"
"1708","NESDNDMT"
"1709","NESDNDMN"
"1710","NESDMTID"
"1711","NESDMTWY"
"1712","NESDMTND"
"1713","NESDWYMT"
"1714","NESDWYID"
"1715","NESDWYUT"
"1716","NESDWYCO"
"1717","NESDIAMN"
"1718","NESDIAMO"
"1719","NESDIAIL"
"1720","NESDIAWI"
"1721","NESDMNND"
"1722","NESDMNIA"
"1723","NESDMNWI"
"1724","NEMOIAMN"
"1725","NEMOIASD"
"1726","NEMOIAIL"
"1727","NEMOIAWI"
"1728","NEMOKSCO"
"1729","NEMOKSOK"
"1730","NEMOOKKS"
"1731","NEMOOKCO"
"1732","NEMOOKNM"
"1733","NEMOOKTX"
"1734","NEMOOKAR"
"1735","NEMOAROK"
"1736","NEMOARTX"
"1737","NEMOARLA"
"1738","NEMOARMS"
"1739","NEMOARTN"
"1740","NEMOTNKY"
"1741","NEMOTNAR"
"1742","NEMOTNMS"
"1743","NEMOTNAL"
"1744","NEMOTNGA"
"1745","NEMOTNNC"
"1746","NEMOTNVA"
"1747","NEMOKYIN"
"1748","NEMOKYIL"
"1749","NEMOKYTN"
"1750","NEMOKYVA"
"1751","NEMOKYWV"
"1752","NEMOKYOH"
"1753","NEMOILWI"
"1754","NEMOILIA"
"1755","NEMOILKY"
"1756","NEMOILIN"
"1757","NEIAMNND"
"1758","NEIAMNSD"
"1759","NEIAMNWI"
"1760","NEIASDND"
"1761","NEIASDMT"
"1762","NEIASDWY"
"1763","NEIASDMN"
"1764","NEIAMOKS"
"1765","NEIAMOOK"
"1766","NEIAMOAR"
"1767","NEIAMOTN"
"1768","NEIAMOKY"
"1769","NEIAMOIL"
"1770","NEIAILWI"
"1771","NEIAILMO"
"1772","NEIAILKY"
"1773","NEIAILIN"
"1774","NEIAWIMN"
"1775","NEIAWIIL"
"1776","NEIAWIMI"
"1777","NHVTNYPA"
"1778","NHVTNYNJ"
"1779","NHVTNYCT"
"1780","NHVTNYMA"
"1781","NHVTMANY"
"1782","NHVTMACT"
"1783","NHVTMARI"
"1784","NHMAVTNY"
"1785","NHMANYPA"
"1786","NHMANYNJ"
"1787","NHMANYCT"
"1788","NHMANYVT"
"1789","NHMACTNY"
"1790","NHMACTRI"
"1791","NHMARICT"
"1792","NJNYPAOH"
"1793","NJNYPAWV"
"1794","NJNYPAMD"
"1795","NJNYPADE"
"1796","NJNYCTMA"
"1797","NJNYCTRI"
"1798","NJNYMAVT"
"1799","NJNYMACT"
"1800","NJNYMARI"
"1801","NJNYMANH"
"1802","NJNYVTMA"
"1803","NJNYVTNH"
"1804","NJPANYCT"
"1805","NJPANYMA"
"1806","NJPANYVT"
"1807","NJPAOHMI"
"1808","NJPAOHIN"
"1809","NJPAOHKY"
"1810","NJPAOHWV"
"1811","NJPAWVOH"
"1812","NJPAWVKY"
"1813","NJPAWVVA"
"1814","NJPAWVMD"
"1815","NJPAMDWV"
"1816","NJPAMDVA"
"1817","NJPAMDDE"
"1818","NJPADEMD"
"1819","NJDEMDPA"
"1820","NJDEMDWV"
"1821","NJDEMDVA"
"1822","NMCOWYMT"
"1823","NMCOWYID"
"1824","NMCOWYUT"
"1825","NMCOWYNE"
"1826","NMCOWYSD"
"1827","NMCOUTID"
"1828","NMCOUTNV"
"1829","NMCOUTAZ"
"1830","NMCOUTWY"
"1831","NMCOOKKS"
"1832","NMCOOKTX"
"1833","NMCOOKAR"
"1834","NMCOOKMO"
"1835","NMCOKSNE"
"1836","NMCOKSOK"
"1837","NMCOKSMO"
"1838","NMCONESD"
"1839","NMCONEWY"
"1840","NMCONESD"
"1841","NMCONEMO"
"1842","NMCONEIA"
"1843","NMAZUTID"
"1844","NMAZUTNV"
"1845","NMAZUTCO"
"1846","NMAZUTWY"
"1847","NMAZNVOR"
"1848","NMAZNVCA"
"1849","NMAZNVUT"
"1850","NMAZNVID"
"1851","NMAZCAOR"
"1852","NMAZCANV"
"1853","NMTXOKKS"
"1854","NMTXOKCO"
"1855","NMTXOKAR"
"1856","NMTXOKMO"
"1857","NMTXLAAR"
"1858","NMTXLAMS"
"1859","NMTXARMO"
"1860","NMTXAROK"
"1861","NMTXARLA"
"1862","NMTXARMS"
"1863","NMTXARTN"
"1864","NMOKKSNE"
"1865","NMOKKSCO"
"1866","NMOKKSMO"
"1867","NMOKCOWY"
"1868","NMOKCOUT"
"1869","NMOKCOKS"
"1870","NMOKCONE"
"1871","NMOKTXLA"
"1872","NMOKTXAR"
"1873","NMOKARMO"
"1874","NMOKARTX"
"1875","NMOKARLA"
"1876","NMOKARMS"
"1877","NMOKARTN"
"1878","NMOKMOIA"
"1879","NMOKMONE"
"1880","NMOKMOKS"
"1881","NMOKMOAR"
"1882","NMOKMOTN"
"1883","NMOKMOKY"
"1884","NMOKMOIL"
"1885","NVORIDWA"
"1886","NVORIDUT"
"1887","NVORIDMT"
"1888","NVORIDWY"
"1889","NVORCAAZ"
"1890","NVORWAID"
"1891","NVCAORID"
"1892","NVCAORWA"
"1893","NVCAAZUT"
"1894","NVCAAZNM"
"1895","NVAZUTID"
"1896","NVAZUTCO"
"1897","NVAZUTWY"
"1898","NVAZCAOR"
"1899","NVAZNMCO"
"1900","NVAZNMTX"
"1901","NVAZNMOK"
"1902","NVUTIDWA"
"1903","NVUTIDOR"
"1904","NVUTIDMT"
"1905","NVUTIDWY"
"1906","NVUTAZCA"
"1907","NVUTAZNM"
"1908","NVUTCOWY"
"1909","NVUTCONM"
"1910","NVUTCOOK"
"1911","NVUTCOKS"
"1912","NVUTCONE"
"1913","NVUTWYMT"
"1914","NVUTWYID"
"1915","NVUTWYCO"
"1916","NVUTWYNE"
"1917","NVUTWYSD"
"1918","NVIDWAOR"
"1919","NVIDORCA"
"1920","NVIDORWA"
"1921","NVIDUTAZ"
"1922","NVIDUTCO"
"1923","NVIDUTWY"
"1924","NVIDMTWY"
"1925","NVIDMTND"
"1926","NVIDMTSD"
"1927","NVIDWYMT"
"1928","NVIDWYUT"
"1929","NVIDWYCO"
"1930","NVIDWYNE"
"1931","NVIDWYSD"
"1932","NYPAOHMI"
"1933","NYPAOHIN"
"1934","NYPAOHKY"
"1935","NYPAOHWV"
"1936","NYPAWVOH"
"1937","NYPAWVKY"
"1938","NYPAWVVA"
"1939","NYPAWVMD"
"1940","NYPAMDWV"
"1941","NYPAMDVA"
"1942","NYPAMDDE"
"1943","NYPADEMD"
"1944","NYPADENJ"
"1945","NYPANJDE"
"1946","NYNJPAOH"
"1947","NYNJPAWV"
"1948","NYNJPAMD"
"1949","NYNJPADE"
"1950","NYNJDEMD"
"1951","NYCTMAVT"
"1952","NYCTMARI"
"1953","NYCTMANH"
"1954","NYCTRIMA"
"1955","NYMAVTNH"
"1956","NYMACTRI"
"1957","NYMARICT"
"1958","NYMANHVT"
"1959","NYMANHME"
"1960","NYVTMACT"
"1961","NYVTMARI"
"1962","NYVTMANH"
"1963","NYVTNHMA"
"1964","NYVTNHME"
"1965","OHMIWIMN"
"1966","OHMIWIIA"
"1967","OHMIWIIL"
"1968","OHMIINIL"
"1969","OHMIINKY"
"1970","OHINMIWI"
"1971","OHINILWI"
"1972","OHINILIA"
"1973","OHINILMO"
"1974","OHINILKY"
"1975","OHINKYIL"
"1976","OHINKYMO"
"1977","OHINKYTN"
"1978","OHINKYVA"
"1979","OHINKYWV"
"1980","OHKYINMI"
"1981","OHKYINIL"
"1982","OHKYILWI"
"1983","OHKYILIA"
"1984","OHKYILMO"
"1985","OHKYILIN"
"1986","OHKYMOIA"
"1987","OHKYMONE"
"1988","OHKYMOKS"
"1989","OHKYMOOK"
"1990","OHKYMOAR"
"1991","OHKYMOTN"
"1992","OHKYMOIL"
"1993","OHKYTNMO"
"1994","OHKYTNAR"
"1995","OHKYTNMS"
"1996","OHKYTNAL"
"1997","OHKYTNGA"
"1998","OHKYTNNC"
"1999","OHKYTNVA"
"2000","OHKYVAMD"
"2001","OHKYVAWV"
"2002","OHKYVATN"
"2003","OHKYVANC"
"2004","OHKYWVVA"
"2005","OHKYWVMD"
"2006","OHKYWVPA"
